Upload	Ul_time	Ul_SINR(db)	Ul_tbSize	Download	Dl_Time	DL_SINR(db)	DL_tbsize
UL	10,1708	42,3421	2126	DL	10,1528	42,8383	2126
UL	10,1808	42,1886	2126	DL	10,1628	42,3968	2126
UL	10,1808	42,4639	2126	DL	10,1628	42,2436	2126
UL	10,1908	42,4867	2126	DL	10,1728	41,9595	2126
UL	10,1908	41,2846	2126	DL	10,1728	42,249	2126
UL	10,2008	41,8559	2126	DL	10,1828	42,1285	2126
UL	10,2008	41,4258	2126	DL	10,1828	41,3103	2126
UL	10,2108	41,3534	2126	DL	10,1928	41,8041	2126
UL	10,2108	40,8757	2126	DL	10,1928	41,581	2126
UL	10,2208	40,4307	2126	DL	10,2028	41,1948	2126
UL	10,2208	39,621	2126	DL	10,2028	40,4728	2126
UL	10,2308	39,8143	2126	DL	10,2128	40,0082	2126
UL	10,2308	40,585	2126	DL	10,2128	39,5853	2126
UL	10,2408	39,7854	2126	DL	10,2228	40,0456	2126
UL	10,2408	39,7853	2126	DL	10,2228	40,2885	2126
UL	10,2508	39,5643	2126	DL	10,2328	39,4909	2126
UL	10,2508	39,8826	2126	DL	10,2328	39,8363	2126
UL	10,2608	39,9311	2126	DL	10,2428	39,4359	2126
UL	10,2608	40,1777	2126	DL	10,2428	39,8668	2126
UL	10,2708	40,139	2126	DL	10,2528	40,0273	2126
UL	10,2708	40,2592	2126	DL	10,2528	40,0873	2126
UL	10,2808	40,1867	2126	DL	10,2628	40,1053	2126
UL	10,2808	40,0214	2126	DL	10,2628	40,1665	2126
UL	10,2908	39,3191	2126	DL	10,2728	39,9133	2126
UL	10,2908	38,7649	2126	DL	10,2728	39,9021	2126
UL	10,3008	38,5376	2126	DL	10,2828	39,0289	2126
UL	10,3008	37,9202	2126	DL	10,2828	38,4923	2126
UL	10,3108	38,2452	2126	DL	10,2928	38,7862	2126
UL	10,3108	38,628	2126	DL	10,2928	38,0261	2126
UL	10,3208	38,8108	2126	DL	10,3028	38,3742	2126
UL	10,3208	38,6731	2126	DL	10,3028	38,6566	2126
UL	10,3308	38,7888	2126	DL	10,3128	38,618	2126
UL	10,3308	38,9637	2126	DL	10,3128	38,5747	2126
UL	10,3408	39,1314	2126	DL	10,3228	38,6531	2126
UL	10,3408	38,6526	2126	DL	10,3228	38,8487	2126
UL	10,3508	38,7481	2126	DL	10,3328	39,2231	2126
UL	10,3508	38,6713	2126	DL	10,3328	38,9082	2126
UL	10,3608	37,9439	2126	DL	10,3428	38,7955	2126
UL	10,3608	37,8739	2126	DL	10,3428	38,8714	2126
UL	10,3708	37,256	2126	DL	10,3528	38,0159	2126
UL	10,3708	36,937	2126	DL	10,3528	37,5897	2126
UL	10,3808	36,4518	2126	DL	10,3628	37,1582	2126
UL	10,3808	36,5406	2126	DL	10,3628	36,8042	2126
UL	10,3908	36,3453	2126	DL	10,3728	36,4312	2126
UL	10,3908	35,5365	2126	DL	10,3728	36,4354	2126
UL	10,4008	35,3188	2126	DL	10,3828	36,0211	2126
UL	10,4008	35,6131	2126	DL	10,3828	35,7617	2126
UL	10,4108	35,2867	2126	DL	10,3928	35,3892	2126
UL	10,4108	35,5048	2126	DL	10,3928	35,5856	2126
UL	10,4208	35,6242	2126	DL	10,4028	35,2509	2126
UL	10,4208	35,8446	2126	DL	10,4028	35,1927	2126
UL	10,4308	36,1691	2126	DL	10,4128	35,8212	2126
UL	10,4308	36,6114	2126	DL	10,4128	36,0161	2126
UL	10,4408	36,9756	2126	DL	10,4228	36,4908	2126
UL	10,4408	37,5865	2126	DL	10,4228	36,5038	2126
UL	10,4508	37,7428	2126	DL	10,4328	37,2893	2126
UL	10,4508	37,5438	2126	DL	10,4328	37,7271	2126
UL	10,4608	37,0535	2126	DL	10,4428	37,6552	2126
UL	10,4608	37,5909	2126	DL	10,4428	37,4432	2126
UL	10,4708	37,8315	2126	DL	10,4528	37,2081	2126
UL	10,4708	37,8253	2126	DL	10,4528	37,7519	2126
UL	10,4808	37,4785	2126	DL	10,4628	37,773	2126
UL	10,4808	37,7976	2126	DL	10,4628	37,8027	2126
UL	10,4908	37,3842	2126	DL	10,4728	37,6797	2126
UL	10,4908	37,9096	2126	DL	10,4728	37,6381	2126
UL	10,5008	38,1795	2126	DL	10,4828	37,2567	2126
UL	10,5008	38,2061	2126	DL	10,4828	38,1249	2126
UL	10,5108	38,2883	2126	DL	10,4928	38,2921	2126
UL	10,5108	39,1855	2126	DL	10,4928	38,0992	2126
UL	10,5208	38,9433	2126	DL	10,5028	38,4492	2126
UL	10,5208	37,7487	2126	DL	10,5028	39,1424	2126
UL	10,5308	37,8651	2126	DL	10,5128	39,0143	2126
UL	10,5308	37,779	2126	DL	10,5128	37,8515	2126
UL	10,5408	37,4741	2126	DL	10,5228	37,834	2126
UL	10,5408	37,3527	2126	DL	10,5228	37,5815	2126
UL	10,5508	37,9164	2126	DL	10,5328	37,7159	2126
UL	10,5508	38,1673	2126	DL	10,5328	37,0794	2126
UL	10,5608	38,0762	2126	DL	10,5428	37,975	2126
UL	10,5608	38,2652	2126	DL	10,5428	38,3529	2126
UL	10,5708	38,7202	2126	DL	10,5528	38,3915	2126
UL	10,5708	38,6623	2126	DL	10,5528	38,1984	2126
UL	10,5808	39,1967	2126	DL	10,5628	38,7728	2126
UL	10,5808	39,8176	2126	DL	10,5628	38,5481	2126
UL	10,5908	39,8141	2126	DL	10,5728	39,4923	2126
UL	10,5908	39,5852	2126	DL	10,5728	39,5224	2126
UL	10,6008	38,967	2126	DL	10,5828	39,892	2126
UL	10,6008	39,1805	2126	DL	10,5828	39,8	2126
UL	10,6108	38,663	2126	DL	10,5928	38,7519	2126
UL	10,6108	38,8305	2126	DL	10,5928	39,1403	2126
UL	10,6208	39,2545	2126	DL	10,6028	38,787	2126
UL	10,6208	39,1933	2126	DL	10,6028	38,5204	2126
UL	10,6308	39,8751	2126	DL	10,6128	39,2449	2126
UL	10,6308	40,0707	2126	DL	10,6128	39,4735	2126
UL	10,6408	40,1296	2126	DL	10,6228	40,3245	2126
UL	10,6408	40,1122	2126	DL	10,6228	39,9121	2126
UL	10,6508	39,7586	2126	DL	10,6328	39,751	2126
UL	10,6508	39,9291	2126	DL	10,6328	40,2127	2126
UL	10,6608	40,0854	2126	DL	10,6428	39,8366	2126
UL	10,6608	39,7745	2126	DL	10,6428	40,1348	2126
UL	10,6708	40,1301	2126	DL	10,6528	39,8604	2126
UL	10,6708	40,7942	2126	DL	10,6528	39,875	2126
UL	10,6808	40,9923	2126	DL	10,6628	40,2173	2126
UL	10,6808	40,2885	2126	DL	10,6628	40,7127	2126
UL	10,6908	40,5433	2126	DL	10,6728	40,7187	2126
UL	10,6908	40,9383	2126	DL	10,6728	40,3964	2126
UL	10,7008	41,0501	2126	DL	10,6828	40,5969	2126
UL	10,7008	41,6282	2126	DL	10,6828	40,8721	2126
UL	10,7108	40,8667	2126	DL	10,6928	41,1854	2126
UL	10,7108	40,4102	2126	DL	10,6928	41,7261	2126
UL	10,7208	40,1041	2126	DL	10,7028	40,6799	2126
UL	10,7208	40,3416	2126	DL	10,7028	40,4893	2126
UL	10,7308	40,3986	2126	DL	10,7128	40,3423	2126
UL	10,7308	40,681	2126	DL	10,7128	40,3211	2126
UL	10,7408	39,8399	2126	DL	10,7228	40,5271	2126
UL	10,7408	39,7871	2126	DL	10,7228	40,5207	2126
UL	10,7508	38,8997	2126	DL	10,7328	39,9279	2126
UL	10,7508	38,9562	2126	DL	10,7328	39,5913	2126
UL	10,7608	39,4964	2126	DL	10,7428	38,8674	2126
UL	10,7608	39,029	2126	DL	10,7428	38,9601	2126
UL	10,7708	38,7989	2126	DL	10,7528	39,482	2126
UL	10,7708	38,56	2126	DL	10,7528	39,0963	2126
UL	10,7808	37,6568	2126	DL	10,7628	38,9214	2126
UL	10,7808	37,7865	2126	DL	10,7628	38,1433	2126
UL	10,7908	37,5362	2126	DL	10,7728	37,5466	2126
UL	10,7908	37,2632	2126	DL	10,7728	37,5901	2126
UL	10,8008	36,7949	2126	DL	10,7828	37,5888	2126
UL	10,8008	36,9235	2126	DL	10,7828	37,2272	2126
UL	10,8108	37,2243	2126	DL	10,7928	36,4184	2126
UL	10,8108	37,2352	2126	DL	10,7928	36,7616	2126
UL	10,8208	37,1121	2126	DL	10,8028	37,0283	2126
UL	10,8208	37,5391	2126	DL	10,8028	36,9829	2126
UL	10,8308	38,0266	2126	DL	10,8128	37,125	2126
UL	10,8308	38,1399	2126	DL	10,8128	37,5863	2126
UL	10,8408	39,0197	2126	DL	10,8228	37,9435	2126
UL	10,8408	39,1029	2126	DL	10,8228	38,2357	2126
UL	10,8508	38,9055	2126	DL	10,8328	39,3162	2126
UL	10,8508	38,6437	2126	DL	10,8328	39,186	2126
UL	10,8608	38,1677	2126	DL	10,8428	38,7457	2126
UL	10,8608	37,8657	2126	DL	10,8428	38,614	2126
UL	10,8708	38,1466	2126	DL	10,8528	38,0668	2126
UL	10,8708	39,413	2126	DL	10,8528	38,0913	2126
UL	10,8808	39,6022	2126	DL	10,8628	38,4524	2126
UL	10,8808	39,4098	2126	DL	10,8628	39,4542	2126
UL	10,8908	38,7981	2126	DL	10,8728	39,7019	2126
UL	10,8908	37,9768	2126	DL	10,8728	39,1209	2126
UL	10,9008	37,7986	2126	DL	10,8828	38,5444	2126
UL	10,9008	38,3625	2126	DL	10,8828	38,0114	2126
UL	10,9108	38,3576	2126	DL	10,8928	38,1752	2126
UL	10,9108	37,9156	2126	DL	10,8928	38,1023	2126
UL	10,9208	37,2446	2126	DL	10,9028	38,5374	2126
UL	10,9208	37,8165	2126	DL	10,9028	37,3926	2126
UL	10,9308	37,808	2126	DL	10,9128	37,3098	2126
UL	10,9308	37,1206	2126	DL	10,9128	37,7552	2126
UL	10,9408	36,9821	2126	DL	10,9228	37,7687	2126
UL	10,9408	36,5858	2126	DL	10,9228	37,0136	2126
UL	10,9508	37,0286	2126	DL	10,9328	36,8064	2126
UL	10,9508	36,5978	2126	DL	10,9328	36,3131	2126
UL	10,9608	36,5717	2126	DL	10,9428	36,9045	2126
UL	10,9608	36,5951	2126	DL	10,9428	36,7559	2126
UL	10,9708	36,7557	2126	DL	10,9528	36,7751	2126
UL	10,9708	35,8025	2126	DL	10,9528	36,254	2126
UL	10,9808	36,23	2126	DL	10,9628	36,8608	2126
UL	10,9808	36,9235	2126	DL	10,9628	35,8137	2126
UL	10,9908	37,0789	2126	DL	10,9728	36,4271	2126
UL	10,9908	37,514	2126	DL	10,9728	36,6034	2126
UL	11,0008	37,921	2126	DL	10,9828	36,5941	2126
UL	11,0008	38,5612	2126	DL	10,9828	37,359	2126
UL	11,0108	38,4664	2126	DL	10,9928	38,1995	2126
UL	11,0108	38,2385	2126	DL	10,9928	38,5065	2126
UL	11,0208	38,2619	2126	DL	11,0028	38,4106	2126
UL	11,0208	38,3747	2126	DL	11,0028	38,3097	2126
UL	11,0308	38,0609	2126	DL	11,0128	38,153	2126
UL	11,0308	38,331	2126	DL	11,0128	38,6091	2126
UL	11,0408	38,511	2126	DL	11,0228	38,1132	2126
UL	11,0408	37,8364	2126	DL	11,0228	38,6043	2126
UL	11,0508	36,9759	2126	DL	11,0328	38,5932	2126
UL	11,0508	37,0793	2126	DL	11,0328	37,9494	2126
UL	11,0608	37,6808	2126	DL	11,0428	36,6161	2126
UL	11,0608	37,7769	2126	DL	11,0428	37,2781	2126
UL	11,0708	38,1346	2126	DL	11,0528	37,6148	2126
UL	11,0708	37,77	2126	DL	11,0528	37,9952	2126
UL	11,0808	38,3884	2126	DL	11,0628	38,1675	2126
UL	11,0808	37,7821	2126	DL	11,0628	38,1436	2126
UL	11,0908	37,8386	2126	DL	11,0728	38,3708	2126
UL	11,0908	38,6672	2126	DL	11,0728	37,6194	2126
UL	11,1008	39,117	2126	DL	11,0828	38,1053	2126
UL	11,1008	39,1167	2126	DL	11,0828	39,0694	2126
UL	11,1108	38,4338	2126	DL	11,0928	39,1822	2126
UL	11,1108	38,5999	2126	DL	11,0928	38,9361	2126
UL	11,1208	38,5388	2126	DL	11,1028	38,3449	2126
UL	11,1208	38,9645	2126	DL	11,1028	38,5808	2126
UL	11,1308	39,0603	2126	DL	11,1128	39,0367	2126
UL	11,1308	38,4999	2126	DL	11,1128	38,8994	2126
UL	11,1408	38,4962	2126	DL	11,1228	39,0019	2126
UL	11,1408	38,1095	2126	DL	11,1228	38,9158	2126
UL	11,1508	38,0544	2126	DL	11,1328	38,1641	2126
UL	11,1508	38,8077	2126	DL	11,1328	38,2905	2126
UL	11,1608	38,7624	2126	DL	11,1428	38,3833	2126
UL	11,1608	38,0697	2126	DL	11,1428	38,7734	2126
UL	11,1708	39,0381	2126	DL	11,1528	38,5065	2126
UL	11,1708	39,7893	2126	DL	11,1528	38,2758	2126
UL	11,1808	39,9011	2126	DL	11,1628	39,1304	2126
UL	11,1808	38,5812	2126	DL	11,1628	39,7667	2126
UL	11,1908	38,3213	2126	DL	11,1728	39,3082	2126
UL	11,1908	39,0723	2126	DL	11,1728	38,5824	2126
UL	11,2008	39,0061	2126	DL	11,1828	38,7598	2126
UL	11,2008	38,5548	2126	DL	11,1828	39,4967	2126
UL	11,2108	38,8644	2126	DL	11,1928	38,6609	2126
UL	11,2108	39,4251	2126	DL	11,1928	38,5654	2126
UL	11,2208	39,5574	2126	DL	11,2028	39,1598	2126
UL	11,2208	39,9125	2126	DL	11,2028	39,0748	2126
UL	11,2308	39,7189	2126	DL	11,2128	39,4632	2126
UL	11,2308	39,9022	2126	DL	11,2128	39,5887	2126
UL	11,2408	40,0776	2126	DL	11,2228	39,4141	2126
UL	11,2408	40,4762	2126	DL	11,2228	39,9668	2126
UL	11,2508	41,1753	2126	DL	11,2328	40,21	2126
UL	11,2508	40,6728	2126	DL	11,2328	40,6064	2126
UL	11,2608	40,9765	2126	DL	11,2428	40,9881	2126
UL	11,2608	41,8394	2126	DL	11,2428	40,7455	2126
UL	11,2708	41,6715	2126	DL	11,2528	41,2986	2126
UL	11,2708	42,1188	2126	DL	11,2528	41,9285	2126
UL	11,2808	41,8216	2126	DL	11,2628	41,9582	2126
UL	11,2808	41,9934	2126	DL	11,2628	41,784	2126
UL	11,2908	41,8981	2126	DL	11,2728	41,7829	2126
UL	11,2908	42,6054	2126	DL	11,2728	41,8103	2126
UL	11,3008	42,68	2126	DL	11,2828	42,1091	2126
UL	11,3008	42,6336	2126	DL	11,2828	42,6332	2126
UL	11,3108	42,1315	2126	DL	11,2928	43,1942	2126
UL	11,3108	42,658	2126	DL	11,2928	42,6628	2126
UL	11,3208	42,8456	2126	DL	11,3028	42,5803	2126
UL	11,3208	42,1133	2126	DL	11,3028	42,5124	2126
UL	11,3308	42,2909	2126	DL	11,3128	42,4447	2126
UL	11,3308	43,0349	2126	DL	11,3128	42,4036	2126
UL	11,3408	43,618	2126	DL	11,3228	42,2952	2126
UL	11,3408	42,5589	2126	DL	11,3228	43,087	2126
UL	11,3508	42,1991	2126	DL	11,3328	43,5917	2126
UL	11,3508	42,3431	2126	DL	11,3328	42,4429	2126
UL	11,3608	41,8779	2126	DL	11,3428	42,6655	2126
UL	11,3608	41,5744	2126	DL	11,3428	41,9842	2126
UL	11,3708	40,9547	2126	DL	11,3528	42,0303	2126
UL	11,3708	42,028	2126	DL	11,3528	41,2712	2126
UL	11,3808	42,0539	2126	DL	11,3628	41,4097	2126
UL	11,3808	42,4615	2126	DL	11,3628	41,8859	2126
UL	11,3908	42,2772	2126	DL	11,3728	42,1956	2126
UL	11,3908	42,6432	2126	DL	11,3728	42,741	2126
UL	11,4008	42,6873	2126	DL	11,3828	42,5831	2126
UL	11,4008	43,9758	2126	DL	11,3828	42,5525	2126
UL	11,4108	44,2149	2126	DL	11,3928	43,101	2126
UL	11,4108	43,6005	2126	DL	11,3928	44,425	2126
UL	11,4208	43,2223	2126	DL	11,4028	43,9759	2126
UL	11,4208	42,7003	2126	DL	11,4028	43,7219	2126
UL	11,4308	42,4953	2126	DL	11,4128	43,0857	2126
UL	11,4308	42,8308	2126	DL	11,4128	42,7624	2126
UL	11,4408	42,6908	2126	DL	11,4228	42,3971	2126
UL	11,4408	42,4382	2126	DL	11,4228	42,8835	2126
UL	11,4508	43,3147	2126	DL	11,4328	42,3721	2126
UL	11,4508	43,6954	2126	DL	11,4328	42,2978	2126
UL	11,4608	44,1869	2126	DL	11,4428	43,5319	2126
UL	11,4608	44,1408	2126	DL	11,4428	43,5962	2126
UL	11,4708	44,3268	2126	DL	11,4528	43,9013	2126
UL	11,4708	44,0983	2126	DL	11,4528	44,153	2126
UL	11,4808	43,6976	2126	DL	11,4628	44,4056	2126
UL	11,4808	43,2588	2126	DL	11,4628	43,9524	2126
UL	11,4908	42,9497	2126	DL	11,4728	43,5046	2126
UL	11,4908	42,0672	2126	DL	11,4728	43,2707	2126
UL	11,5008	41,2306	2126	DL	11,4828	42,6774	2126
UL	11,5008	41,4399	2126	DL	11,4828	41,8471	2126
UL	11,5108	41,6771	2126	DL	11,4928	41,1948	2126
UL	11,5108	41,2522	2126	DL	11,4928	41,6661	2126
UL	11,5208	41,1859	2126	DL	11,5028	41,3555	2126
UL	11,5208	41,0995	2126	DL	11,5028	41,0303	2126
UL	11,5308	41,173	2126	DL	11,5128	41,2276	2126
UL	11,5308	41,0919	2126	DL	11,5128	41,0319	2126
UL	11,5408	40,4265	2126	DL	11,5228	41,1953	2126
UL	11,5408	40,9691	2126	DL	11,5228	40,9974	2126
UL	11,5508	40,2725	2126	DL	11,5328	40,5368	2126
UL	11,5508	40,6025	2126	DL	11,5328	40,472	2126
UL	11,5608	40,2647	2126	DL	11,5428	39,8949	2126
UL	11,5608	40,2885	2126	DL	11,5428	40,6262	2126
UL	11,5708	40,6485	2126	DL	11,5528	40,0674	2126
UL	11,5708	40,2107	2126	DL	11,5528	40,5163	2126
UL	11,5808	41,0953	2126	DL	11,5628	40,2548	2126
UL	11,5808	41,0624	2126	DL	11,5628	40,5399	2126
UL	11,5908	40,89	2126	DL	11,5728	40,8416	2126
UL	11,5908	40,6381	2126	DL	11,5728	40,8626	2126
UL	11,6008	41,0003	2126	DL	11,5828	40,7454	2126
UL	11,6008	41,6642	2126	DL	11,5828	40,6116	2126
UL	11,6108	41,4	2126	DL	11,5928	41,0511	2126
UL	11,6108	41,6619	2126	DL	11,5928	41,534	2126
UL	11,6208	41,3073	2126	DL	11,6028	41,582	2126
UL	11,6208	41,2996	2126	DL	11,6028	41,7095	2126
UL	11,6308	41,1784	2126	DL	11,6128	41,28	2126
UL	11,6308	41,477	2126	DL	11,6128	41,2677	2126
UL	11,6408	41,1459	2126	DL	11,6228	41,012	2126
UL	11,6408	41,0219	2126	DL	11,6228	41,4154	2126
UL	11,6508	40,4407	2126	DL	11,6328	41,1521	2126
UL	11,6508	40,3971	2126	DL	11,6328	40,7563	2126
UL	11,6608	40,294	2126	DL	11,6428	40,2566	2126
UL	11,6608	40,4908	2126	DL	11,6428	40,246	2126
UL	11,6708	40,9612	2126	DL	11,6528	40,366	2126
UL	11,6708	40,4253	2126	DL	11,6528	40,5622	2126
UL	11,6808	40,3754	2126	DL	11,6628	40,8613	2126
UL	11,6808	39,9215	2126	DL	11,6628	40,1408	2126
UL	11,6908	39,6922	2126	DL	11,6728	40,1607	2126
UL	11,6908	39,9972	2126	DL	11,6728	39,9084	2126
UL	11,7008	40,2313	2126	DL	11,6828	39,9907	2126
UL	11,7008	40,4283	2126	DL	11,6828	39,854	2126
UL	11,7108	41,5467	2126	DL	11,6928	40,116	2126
UL	11,7108	42,0304	2126	DL	11,6928	40,8706	2126
UL	11,7208	42,5916	2126	DL	11,7028	41,9573	2126
UL	11,7208	43,019	2126	DL	11,7028	42,315	2126
UL	11,7308	42,4892	2126	DL	11,7128	42,7973	2126
UL	11,7308	42,3134	2126	DL	11,7128	42,8501	2126
UL	11,7408	41,9063	2126	DL	11,7228	42,6039	2126
UL	11,7408	42,2662	2126	DL	11,7228	42,3321	2126
UL	11,7508	41,7344	2126	DL	11,7328	42,0531	2126
UL	11,7508	42,1067	2126	DL	11,7328	42,2537	2126
UL	11,7608	41,6337	2126	DL	11,7428	41,69	2126
UL	11,7608	41,7517	2126	DL	11,7428	42,124	2126
UL	11,7708	41,5218	2126	DL	11,7528	41,7992	2126
UL	11,7708	41,3626	2126	DL	11,7528	41,846	2126
UL	11,7808	41,2206	2126	DL	11,7628	41,5706	2126
UL	11,7808	41,7247	2126	DL	11,7628	41,2083	2126
UL	11,7908	42,3568	2126	DL	11,7728	41,4365	2126
UL	11,7908	41,7163	2126	DL	11,7728	41,7932	2126
UL	11,8008	41,6049	2126	DL	11,7828	42,0868	2126
UL	11,8008	41,7588	2126	DL	11,7828	41,7896	2126
UL	11,8108	41,8538	2126	DL	11,7928	41,757	2126
UL	11,8108	41,2204	2126	DL	11,7928	41,7746	2126
UL	11,8208	41,3926	2126	DL	11,8028	41,5185	2126
UL	11,8208	42,4515	2126	DL	11,8028	41,8714	2126
UL	11,8308	42,5627	2126	DL	11,8128	41,7549	2126
UL	11,8308	41,9713	2126	DL	11,8128	42,4749	2126
UL	11,8408	41,6227	2126	DL	11,8228	42,0874	2126
UL	11,8408	42,1889	2126	DL	11,8228	41,967	2126
UL	11,8508	42,043	2126	DL	11,8328	41,78	2126
UL	11,8508	41,9111	2126	DL	11,8328	42,3218	2126
UL	11,8608	43,0847	2126	DL	11,8428	42,1665	2126
UL	11,8608	41,9375	2126	DL	11,8428	41,8473	2126
UL	11,8708	42,0287	2126	DL	11,8528	42,7705	2126
UL	11,8708	42,4735	2126	DL	11,8528	42,1783	2126
UL	11,8808	42,9442	2126	DL	11,8628	41,9363	2126
UL	11,8808	42,8854	2126	DL	11,8628	42,7072	2126
UL	11,8908	42,6191	2126	DL	11,8728	42,7705	2126
UL	11,8908	42,8317	2126	DL	11,8728	43,0087	2126
UL	11,9008	41,9102	2126	DL	11,8828	42,3882	2126
UL	11,9008	41,5806	2126	DL	11,8828	42,667	2126
UL	11,9108	42,0109	2126	DL	11,8928	41,7181	2126
UL	11,9108	41,4552	2126	DL	11,8928	41,3034	2126
UL	11,9208	42,2599	2126	DL	11,9028	41,6791	2126
UL	11,9208	41,5182	2126	DL	11,9028	41,6775	2126
UL	11,9308	41,0493	2126	DL	11,9128	41,9697	2126
UL	11,9308	41,4961	2126	DL	11,9128	41,3713	2126
UL	11,9408	40,9994	2126	DL	11,9228	40,9478	2126
UL	11,9408	41,6021	2126	DL	11,9228	41,5078	2126
UL	11,9508	40,9952	2126	DL	11,9328	41,426	2126
UL	11,9508	41,0986	2126	DL	11,9328	41,5545	2126
UL	11,9608	41,1126	2126	DL	11,9428	40,9254	2126
UL	11,9608	40,9578	2126	DL	11,9428	40,6216	2126
UL	11,9708	40,424	2126	DL	11,9528	41,2148	2126
UL	11,9708	40,4653	2126	DL	11,9528	40,9153	2126
UL	11,9808	40,0302	2126	DL	11,9628	40,4696	2126
UL	11,9808	40,155	2126	DL	11,9628	40,5759	2126
UL	11,9908	40,6792	2126	DL	11,9728	39,7036	2126
UL	11,9908	41,3665	2126	DL	11,9728	40,0902	2126
UL	12,0008	41,5097	2126	DL	11,9828	41,184	2126
UL	12,0008	42,1113	2126	DL	11,9828	41,2976	2126
UL	12,0108	42,385	2126	DL	11,9928	41,7186	2126
UL	12,0108	42,2641	2126	DL	11,9928	42,04	2126
UL	12,0208	42,8766	2126	DL	12,0028	42,5192	2126
UL	12,0208	42,789	2126	DL	12,0028	42,3233	2126
UL	12,0308	42,3757	2126	DL	12,0128	42,6953	2126
UL	12,0308	42,8644	2126	DL	12,0128	43,0422	2126
UL	12,0408	42,3115	2126	DL	12,0228	42,0458	2126
UL	12,0408	43,011	2126	DL	12,0228	42,8547	2126
UL	12,0508	42,8912	2126	DL	12,0328	42,1684	2126
UL	12,0508	43,6565	2126	DL	12,0328	42,7616	2126
UL	12,0608	43,4453	2126	DL	12,0428	42,9813	2126
UL	12,0608	43,7713	2126	DL	12,0428	43,5969	2126
UL	12,0708	44,3355	2126	DL	12,0528	43,4751	2126
UL	12,0708	44,7049	2126	DL	12,0528	43,7968	2126
UL	12,0808	44,7294	2126	DL	12,0628	44,027	2126
UL	12,0808	44,4402	2126	DL	12,0628	44,967	2126
UL	12,0908	44,9495	2126	DL	12,0728	44,706	2126
UL	12,0908	44,3881	2126	DL	12,0728	44,606	2126
UL	12,1008	44,2926	2126	DL	12,0828	45,1289	2126
UL	12,1008	44,2255	2126	DL	12,0828	44,232	2126
UL	12,1108	45,3882	2126	DL	12,0928	44,4698	2126
UL	12,1108	45,0539	2126	DL	12,0928	44,6644	2126
UL	12,1208	44,6973	2126	DL	12,1028	45,6976	2126
UL	12,1208	43,9604	2126	DL	12,1028	44,936	2126
UL	12,1308	43,9198	2126	DL	12,1128	44,3673	2126
UL	12,1308	43,8443	2126	DL	12,1128	44,1581	2126
UL	12,1408	43,1041	2126	DL	12,1228	43,9104	2126
UL	12,1408	43,1941	2126	DL	12,1228	43,7646	2126
UL	12,1508	42,8559	2126	DL	12,1328	42,9979	2126
UL	12,1508	42,0978	2126	DL	12,1328	42,7	2126
UL	12,1608	41,3594	2126	DL	12,1428	42,9154	2126
UL	12,1608	41,2758	2126	DL	12,1428	41,7938	2126
UL	12,1708	41,0324	2126	DL	12,1528	40,9926	2126
UL	12,1708	40,7792	2126	DL	12,1528	41,3748	2126
UL	12,1808	41,068	2126	DL	12,1628	41,1891	2126
UL	12,1808	41,0748	2126	DL	12,1628	40,8749	2126
UL	12,1908	41,1227	2126	DL	12,1728	41,1298	2126
UL	12,1908	41,5745	2126	DL	12,1728	41,1284	2126
UL	12,2008	41,2838	2126	DL	12,1828	41,2385	2126
UL	12,2008	41,197	2126	DL	12,1828	41,5066	2126
UL	12,2108	41,1916	2126	DL	12,1928	41,529	2126
UL	12,2108	41,5837	2126	DL	12,1928	41,0529	2126
UL	12,2208	41,0552	2126	DL	12,2028	41,2422	2126
UL	12,2208	40,4323	2126	DL	12,2028	41,3599	2126
UL	12,2308	40,751	2126	DL	12,2128	41,2045	2126
UL	12,2308	40,2958	2126	DL	12,2128	40,3224	2126
UL	12,2408	40,3562	2126	DL	12,2228	40,8086	2126
UL	12,2408	40,2191	2126	DL	12,2228	40,5004	2126
UL	12,2508	40,1348	2126	DL	12,2328	40,2323	2126
UL	12,2508	40,8555	2126	DL	12,2328	40,0975	2126
UL	12,2608	40,4836	2126	DL	12,2428	40,1089	2126
UL	12,2608	40,0327	2126	DL	12,2428	40,8363	2126
UL	12,2708	39,6727	2126	DL	12,2528	40,3523	2126
UL	12,2708	39,5162	2126	DL	12,2528	40,0857	2126
UL	12,2808	38,7283	2126	DL	12,2628	39,8237	2126
UL	12,2808	39,3186	2126	DL	12,2628	39,2627	2126
UL	12,2908	39,2302	2126	DL	12,2728	39,0026	2126
UL	12,2908	39,2421	2126	DL	12,2728	39,4634	2126
UL	12,3008	39,727	2126	DL	12,2828	39,2429	2126
UL	12,3008	39,0181	2126	DL	12,2828	39,2852	2126
UL	12,3108	38,5163	2126	DL	12,2928	39,6806	2126
UL	12,3108	38,041	2126	DL	12,2928	38,7079	2126
UL	12,3208	37,9335	2126	DL	12,3028	38,5116	2126
UL	12,3208	36,702	2126	DL	12,3028	37,7869	2126
UL	12,3308	36,9078	2126	DL	12,3128	37,3623	2126
UL	12,3308	37,6082	2126	DL	12,3128	36,8753	2126
UL	12,3408	37,6262	2126	DL	12,3228	37,162	2126
UL	12,3408	38,4946	2126	DL	12,3228	37,8518	2126
UL	12,3508	38,9413	2126	DL	12,3328	38,1515	2126
UL	12,3508	38,9621	2126	DL	12,3328	38,5739	2126
UL	12,3608	38,7166	2126	DL	12,3428	38,8083	2126
