DL/UL	time	tbSize	SINR(dB)
DL	4.8128	2126	474.685
DL	482.279	2126	484.095
DL	4.8228	2126	476.476
DL	483.279	2126	483.201
DL	4.8328	2126	466.182
DL	484.279	2126	479.144
DL	4.8428	2126	462.149
DL	485.279	2126	466.564
DL	4.8528	2126	464.629
DL	486.279	2126	47.322
DL	4.8628	2126	46.218
DL	487.279	2126	469.449
DL	4.8728	2126	460.012
DL	488.279	2126	472.401
DL	4.8828	2126	456.182
DL	489.279	2126	47.315
DL	4.8928	2126	458.848
DL	490.279	2126	483.927
DL	4.9028	2126	460.134
DL	491.279	2126	469.232
DL	4.9128	2126	464.075
DL	492.279	2126	466.247
DL	4.9228	2126	459.865
DL	493.279	2126	471.686
DL	4.9328	2126	466.447
DL	494.279	2126	470.814
DL	4.9428	2126	459.897
DL	495.279	2126	471.723
DL	4.9528	2126	463.648
DL	496.279	2126	474.923
DL	4.9628	2126	460.521
DL	497.279	2126	471.996
DL	4.9728	2126	458.634
DL	498.279	2126	461.213
DL	4.9828	2126	459.068
DL	499.279	2126	469.062
DL	4.9928	2126	459.564
DL	500.279	2126	464.113
DL	5.2028	2126	45.897
DL	501.279	2126	464.475
DL	5.0128	2126	451.865
DL	502.279	2126	468.414
DL	5.0228	2126	454.246
DL	503.279	2126	47.045
DL	5.0328	2126	45.731
DL	504.279	2126	462.905
DL	5.0428	2126	456.134
DL	505.279	2126	464.929
DL	5.0528	2126	453.591
DL	506.279	2126	472.526
DL	5.0628	2126	44.928
DL	507.279	2126	471.144
DL	5.0728	2126	454.506
DL	508.279	2126	466.991
DL	5.0828	2126	449.594
DL	509.279	2126	465.503
DL	5.0928	2126	441.407
DL	510.279	2126	469.371
DL	5.1028	2126	439.534
DL	511.279	2126	46.482
DL	5.1128	2126	42.862
DL	512.279	2126	459.059
DL	5.1228	2126	441.317
DL	513.279	2126	46.033
DL	5.1328	2126	438.655
DL	514.279	2126	460.394
DL	5.1428	2126	437.845
DL	515.279	2126	461.145
DL	5.1528	2126	43.319
DL	516.279	2126	462.555
DL	5.1628	2126	432.793
DL	517.279	2126	464.824
DL	5.1728	2126	440.772
DL	518.279	2126	46.298
DL	5.1828	2126	436.331
DL	519.279	2126	461.393
DL	5.1928	2126	427.234
DL	520.279	2126	461.967
DL	5.2028	2126	428.754
DL	521.279	2126	461.209
DL	5.2128	2126	426.772
DL	522.279	2126	464.719
DL	5.2228	2126	426.105
DL	523.279	2126	465.996
DL	5.2328	2126	433.641
DL	524.279	2126	465.871
DL	5.2428	2126	437.767
DL	525.279	2126	463.867
DL	5.2528	2126	433.978
DL	526.279	2126	45.992
DL	5.2628	2126	438.371
DL	527.279	2126	461.683
DL	5.2728	2126	438.069
DL	528.279	2126	457.097
DL	5.2828	2126	437.732
DL	529.279	2126	450.482
DL	5.2928	2126	428.383
DL	530.279	2126	451.417
DL	5.3028	2126	423.968
DL	531.279	2126	452.175
DL	5.3128	2126	422.436
DL	532.279	2126	454.112
DL	5.3228	2126	419.595
DL	533.279	2126	456.501
DL	5.3328	2126	42.249
DL	534.279	2126	455.965
DL	5.3428	2126	421.285
DL	535.279	2126	44.999
DL	5.3528	2126	413.103
DL	536.279	2126	451.708
DL	5.3628	2126	418.041
DL	537.279	2126	452.732
DL	5.3728	2126	41.581
DL	538.279	2126	446.696
DL	5.3828	2126	411.948
DL	539.279	2126	449.117
DL	5.3928	2126	404.728
DL	540.279	2126	44.778
DL	5.4028	2126	400.082
DL	541.279	2126	443.477
DL	5.4128	2126	395.853
DL	542.279	2126	436.414
DL	5.4228	2126	400.456
DL	543.279	2126	444.453
DL	5.4328	2126	402.885
DL	544.279	2126	437.178
DL	5.4428	2126	394.909
DL	545.279	2126	44.092
DL	5.4528	2126	398.363
DL	546.279	2126	439.019
DL	5.4628	2126	394.359
DL	547.279	2126	44.379
DL	5.4728	2126	398.668
DL	548.279	2126	442.988
DL	5.4828	2126	400.273
DL	549.279	2126	447.439
DL	5.4928	2126	400.873
DL	550.279	2126	451.393
DL	5.5028	2126	401.053
DL	551.279	2126	452.971
DL	5.5128	2126	401.665
DL	552.279	2126	447.256
DL	5.5228	2126	399.133
DL	553.279	2126	450.878
DL	5.5328	2126	399.021
DL	554.279	2126	451.695
DL	5.5428	2126	390.289
DL	555.279	2126	443.006
DL	5.5528	2126	384.923
DL	556.279	2126	441.525
DL	5.5628	2126	387.862
DL	557.279	2126	439.187
DL	5.5728	2126	380.261
DL	558.279	2126	441.085
DL	5.5828	2126	383.742
DL	559.279	2126	443.122
DL	5.5928	2126	386.566
DL	560.279	2126	447.893
DL	5.6028	2126	38.618
DL	561.279	2126	442.071
DL	5.6128	2126	385.747
DL	562.279	2126	437.337
DL	5.6228	2126	386.531
DL	563.279	2126	438.104
DL	5.6328	2126	388.487
DL	564.279	2126	440.575
DL	5.6428	2126	392.231
DL	565.279	2126	438.006
DL	5.6528	2126	389.082
DL	566.279	2126	425.836
DL	5.6628	2126	387.955
DL	567.279	2126	428.908
DL	5.6728	2126	388.714
DL	568.279	2126	430.464
DL	5.6828	2126	380.159
DL	569.279	2126	430.366
DL	5.6928	2126	375.897
DL	570.279	2126	427.173
DL	5.7028	2126	371.582
DL	571.279	2126	428.164
DL	5.7128	2126	368.042
DL	572.279	2126	426.015
DL	5.7228	2126	364.312
DL	573.279	2126	429.317
DL	5.7328	2126	364.354
DL	574.279	2126	432.894
DL	5.7428	2126	360.211
DL	575.279	2126	435.078
DL	5.7528	2126	357.617
DL	576.279	2126	443.738
DL	5.7628	2126	353.892
DL	577.279	2126	450.889
DL	5.7728	2126	355.856
DL	578.279	2126	452.423
DL	5.7828	2126	352.509
DL	579.279	2126	448.648
DL	5.7928	2126	351.927
DL	580.279	2126	445.136
DL	5.8028	2126	358.212
DL	581.279	2126	447.654
DL	5.8128	2126	360.161
DL	582.279	2126	448.245
DL	5.8228	2126	364.908
DL	583.279	2126	447.983
DL	5.8328	2126	365.038
DL	584.279	2126	445.036
DL	5.8428	2126	372.893
DL	585.279	2126	44.378
DL	5.8528	2126	377.271
DL	586.279	2126	442.833
DL	5.8628	2126	376.552
DL	587.279	2126	438.201
DL	5.8728	2126	374.432
DL	588.279	2126	435.561
DL	5.8828	2126	372.081
DL	589.279	2126	42.611
DL	5.8928	2126	377.519
DL	590.279	2126	421.261
DL	5.9028	2126	37.773
DL	591.279	2126	421.664
DL	5.9128	2126	378.027
DL	592.279	2126	42.384
DL	5.9228	2126	376.797
DL	593.279	2126	419.631
DL	5.9328	2126	376.381
DL	594.279	2126	41.683
DL	5.9428	2126	372.567
DL	595.279	2126	417.355
DL	5.9528	2126	381.249
DL	596.279	2126	418.664
DL	5.9628	2126	382.921
DL	597.279	2126	41.7
DL	5.9728	2126	380.992
DL	598.279	2126	41.726
DL	5.9828	2126	384.492
DL	599.279	2126	422.041
DL	5.9928	2126	391.424
DL	600.279	2126	420.183
DL	6.2028	2126	390.143
DL	601.279	2126	404.558
DL	6.0128	2126	378.515
DL	602.279	2126	399.676
DL	6.0228	2126	37.834
DL	603.279	2126	406.626
DL	6.0328	2126	375.815
DL	604.279	2126	404.581
DL	6.0428	2126	377.159
DL	605.279	2126	408.261
DL	6.0528	2126	370.794
DL	606.279	2126	412.614
DL	6.0628	2126	37.975
DL	607.279	2126	420.696
DL	6.0728	2126	383.529
DL	608.279	2126	425.885
DL	6.0828	2126	383.915
DL	609.279	2126	424.375
DL	6.0928	2126	381.984
DL	610.279	2126	416.644
DL	6.1028	2126	387.728
DL	611.279	2126	412.842
DL	6.1128	2126	385.481
DL	612.279	2126	41.567
DL	6.1228	2126	394.923
DL	613.279	2126	420.507
DL	6.1328	2126	395.224
DL	614.279	2126	417.101
DL	6.1428	2126	39.892
DL	615.279	2126	416.546
DL	6.1528	2126	39.8
DL	616.279	2126	414.973
DL	6.1628	2126	387.519
DL	617.279	2126	414.069
DL	6.1728	2126	391.403
DL	618.279	2126	413.185
DL	6.1828	2126	38.787
DL	619.279	2126	419.039
DL	6.1928	2126	385.204
DL	620.279	2126	42.517
DL	6.2028	2126	392.449
DL	621.279	2126	419.797
DL	6.2128	2126	394.735
DL	622.279	2126	414.637
DL	6.2228	2126	403.245
DL	623.279	2126	415.522
DL	6.2328	2126	399.121
DL	624.279	2126	418.689
DL	6.2428	2126	39.751
DL	625.279	2126	420.676
DL	6.2528	2126	402.127
DL	626.279	2126	429.064
DL	6.2628	2126	398.366
DL	627.279	2126	426.509
DL	6.2728	2126	401.348
DL	628.279	2126	425.432
DL	6.2828	2126	398.604
DL	629.279	2126	424.609
DL	6.2928	2126	39.875
DL	630.279	2126	424.578
DL	6.3028	2126	402.173
DL	631.279	2126	428.274
DL	6.3128	2126	407.127
DL	632.279	2126	434.756
DL	6.3228	2126	407.187
DL	633.279	2126	44.075
DL	6.3328	2126	403.964
DL	634.279	2126	445.756
DL	6.3428	2126	405.969
DL	635.279	2126	449.544
DL	6.3528	2126	408.721
DL	636.279	2126	451.155
DL	6.3628	2126	411.854
DL	637.279	2126	45.419
DL	6.3728	2126	417.261
DL	638.279	2126	454.239
DL	6.3828	2126	406.799
DL	639.279	2126	454.521
DL	6.3928	2126	404.893
DL	640.279	2126	450.381
DL	6.4028	2126	403.423
DL	641.279	2126	45.613
DL	6.4128	2126	403.211
DL	642.279	2126	451.089
DL	6.4228	2126	405.271
DL	643.279	2126	450.183
DL	6.4328	2126	405.207
DL	644.279	2126	45.056
DL	6.4428	2126	399.279
DL	645.279	2126	45.624
DL	6.4528	2126	395.913
DL	646.279	2126	454.477
DL	6.4628	2126	388.674
DL	647.279	2126	459.008
DL	6.4728	2126	389.601
DL	648.279	2126	456.284
DL	6.4828	2126	39.482
DL	649.279	2126	458.199
DL	6.4928	2126	390.963
DL	650.279	2126	462.232
DL	6.5028	2126	389.214
DL	651.279	2126	460.153
DL	6.5128	2126	381.433
DL	652.279	2126	455.354
DL	6.5228	2126	375.466
DL	653.279	2126	456.262
DL	6.5328	2126	375.901
DL	654.279	2126	458.601
DL	6.5428	2126	375.888
DL	655.279	2126	443.351
DL	6.5528	2126	372.272
DL	656.279	2126	444.578
DL	6.5628	2126	364.184
DL	657.279	2126	44.098
DL	6.5728	2126	367.616
DL	658.279	2126	445.801
DL	6.5828	2126	370.283
DL	659.279	2126	444.388
DL	6.5928	2126	369.829
DL	660.279	2126	452.265
DL	6.6028	2126	37.125
DL	661.279	2126	447.816
DL	6.6128	2126	375.863
DL	662.279	2126	43.787
DL	6.6228	2126	379.435
DL	663.279	2126	438.563
DL	6.6328	2126	382.357
DL	664.279	2126	431.769
DL	6.6428	2126	393.162
DL	665.279	2126	440.475
DL	6.6528	2126	39.186
DL	666.279	2126	439.218
DL	6.6628	2126	387.457
DL	667.279	2126	439.648
DL	6.6728	2126	38.614
DL	668.279	2126	43.689
DL	6.6828	2126	380.668
DL	669.279	2126	437.748
DL	6.6928	2126	380.913
DL	670.279	2126	43.818
DL	6.7028	2126	384.524
DL	671.279	2126	43.873
DL	6.7128	2126	394.542
DL	672.279	2126	436.513
DL	6.7228	2126	397.019
DL	673.279	2126	428.907
DL	6.7328	2126	391.209
DL	674.279	2126	431.185
DL	6.7428	2126	385.444
DL	675.279	2126	418.864
DL	6.7528	2126	380.114
DL	676.279	2126	425.401
DL	6.7628	2126	381.752
DL	677.279	2126	423.504
DL	6.7728	2126	381.023
DL	678.279	2126	428.619
DL	6.7828	2126	385.374
DL	679.279	2126	424.915
DL	6.7928	2126	373.926
DL	680.279	2126	421.255
DL	6.8028	2126	373.098
DL	681.279	2126	422.141
DL	6.8128	2126	377.552
DL	682.279	2126	415.417
DL	6.8228	2126	377.687
DL	683.279	2126	415.736
DL	6.8328	2126	370.136
DL	684.279	2126	402.304
DL	6.8428	2126	368.064
DL	685.279	2126	404.294
DL	6.8528	2126	363.131
DL	686.279	2126	401.838
DL	6.8628	2126	369.045
DL	687.279	2126	401.565
DL	6.8728	2126	367.559
DL	688.279	2126	404.099
DL	6.8828	2126	367.751
DL	689.279	2126	39.973
DL	6.8928	2126	36.254
DL	690.279	2126	401.899
DL	6.9028	2126	368.608
DL	691.279	2126	399.367
DL	6.9128	2126	358.137
DL	692.279	2126	404.603
DL	6.9228	2126	364.271
DL	693.279	2126	410.992
DL	6.9328	2126	366.034
DL	694.279	2126	412.725
DL	6.9428	2126	365.941
DL	695.279	2126	41.027
DL	6.9528	2126	37.359
DL	696.279	2126	406.018
DL	6.9628	2126	381.995
DL	697.279	2126	403.774
DL	6.9728	2126	385.065
DL	698.279	2126	397.094
DL	6.9828	2126	384.106
DL	699.279	2126	39.685
DL	6.9928	2126	383.097
DL	700.279	2126	387.431
DL	7.2028	2126	38.153
DL	701.279	2126	381.757
DL	7.0128	2126	386.091
DL	702.279	2126	381.363
DL	7.0228	2126	381.132
DL	703.279	2126	385.566
DL	7.0328	2126	386.043
DL	704.279	2126	386.607
DL	7.0428	2126	385.932
DL	705.279	2126	391.245
DL	7.0528	2126	379.494
DL	706.279	2126	393.664
DL	7.0628	2126	366.161
DL	707.279	2126	393.264
DL	7.0728	2126	372.781
DL	708.279	2126	383.804
DL	7.0828	2126	376.148
DL	709.279	2126	392.445
DL	7.0928	2126	379.952
DL	710.279	2126	392.955
DL	7.1028	2126	381.675
DL	711.279	2126	390.956
DL	7.1128	2126	381.436
DL	712.279	2126	384.187
DL	7.1228	2126	383.708
DL	713.279	2126	375.791
DL	7.1328	2126	376.194
DL	714.279	2126	371.158
DL	7.1428	2126	381.053
DL	715.279	2126	369.028
DL	7.1528	2126	390.694
DL	716.279	2126	365.628
DL	7.1628	2126	391.822
DL	717.279	2126	35.93
DL	7.1728	2126	389.361
DL	718.279	2126	348.076
DL	7.1828	2126	383.449
DL	719.279	2126	349.913
DL	7.1928	2126	385.808
DL	720.279	2126	350.708
DL	7.2028	2126	390.367
DL	721.279	2126	348.884
DL	7.2128	2126	388.994
DL	722.279	2126	347.739
DL	7.2228	2126	390.019
DL	723.279	2126	34.634
DL	7.2328	2126	389.158
DL	724.279	2126	34.664
DL	7.2428	2126	381.641
DL	725.279	2126	348.253
DL	7.2528	2126	382.905
DL	726.279	2126	349.958
DL	7.2628	2126	383.833
DL	727.279	2126	359.296
DL	7.2728	2126	387.734
DL	728.279	2126	361.362
DL	7.2828	2126	385.065
DL	729.279	2126	36.119
DL	7.2928	2126	382.758
DL	730.279	2126	363.544
DL	7.3028	2126	391.304
DL	731.279	2126	368.966
DL	7.3128	2126	397.667
DL	732.279	2126	36.372
DL	7.3228	2126	393.082
DL	733.279	2126	361.725
DL	7.3328	2126	385.824
DL	734.279	2126	365.597
DL	7.3428	2126	387.598
DL	735.279	2126	356.446
DL	7.3528	2126	394.967
DL	736.279	2126	359.199
DL	7.3628	2126	386.609
DL	737.279	2126	371.321
DL	7.3728	2126	385.654
DL	738.279	2126	371.864
DL	7.3828	2126	391.598
DL	739.279	2126	37.677
DL	7.3928	2126	390.748
DL	740.279	2126	366.028
DL	7.4028	2126	394.632
DL	741.279	2126	368.728
DL	7.4128	2126	395.887
DL	742.279	2126	370.342
DL	7.4228	2126	394.141
DL	743.279	2126	370.188
DL	7.4328	2126	399.668
DL	744.279	2126	366.404
DL	7.4428	2126	40.21
DL	745.279	2126	364.414
DL	7.4528	2126	406.064
DL	746.279	2126	359.638
DL	7.4628	2126	409.881
DL	747.279	2126	365.558
DL	7.4728	2126	407.455
DL	748.279	2126	367.819
DL	7.4828	2126	412.986
DL	749.279	2126	367.941
DL	7.4928	2126	419.285
DL	750.279	2126	362.563
DL	7.5028	2126	419.582
DL	751.279	2126	358.461
DL	7.5128	2126	41.784
DL	752.279	2126	348.498
DL	7.5228	2126	417.829
DL	753.279	2126	34.819
DL	7.5328	2126	418.103
DL	754.279	2126	352.604
DL	7.5428	2126	421.091
DL	755.279	2126	345.239
DL	7.5528	2126	426.332
DL	756.279	2126	33.761
DL	7.5628	2126	431.942
DL	757.279	2126	336.178
DL	7.5728	2126	426.628
DL	758.279	2126	336.344
DL	7.5828	2126	425.803
DL	759.279	2126	34.125
DL	7.5928	2126	425.124
DL	760.279	2126	344.355
DL	7.6028	2126	424.447
DL	761.279	2126	341.652
DL	7.6128	2126	424.036
DL	762.279	2126	339.034
DL	7.6228	2126	422.952
DL	763.279	2126	340.846
DL	7.6328	2126	43.087
DL	764.279	2126	349.373
DL	7.6428	2126	435.917
DL	765.279	2126	346.255
DL	7.6528	2126	424.429
DL	766.279	2126	347.435
DL	7.6628	2126	426.655
DL	767.279	2126	346.871
DL	7.6728	2126	419.842
DL	768.279	2126	351.332
DL	7.6828	2126	420.303
DL	769.279	2126	346.786
DL	7.6928	2126	412.712
DL	770.279	2126	344.087
DL	7.7028	2126	414.097
DL	771.279	2126	344.838
DL	7.7128	2126	418.859
DL	772.279	2126	341.097
DL	7.7228	2126	421.956
DL	773.279	2126	34.035
DL	7.7328	2126	42.741
DL	774.279	2126	341.954
DL	7.7428	2126	425.831
DL	775.279	2126	344.371
DL	7.7528	2126	425.525
DL	776.279	2126	347.834
DL	7.7628	2126	43.101
DL	777.279	2126	346.775
DL	7.7728	2126	44.425
DL	778.279	2126	347.394
DL	7.7828	2126	439.759
DL	779.279	2126	355.957
DL	7.7928	2126	437.219
DL	780.279	2126	359.796
DL	7.8028	2126	430.857
DL	781.279	2126	364.337
DL	7.8128	2126	427.624
DL	782.279	2126	365.237
DL	7.8228	2126	423.971
DL	783.279	2126	36.609
DL	7.8328	2126	428.835
DL	784.279	2126	368.621
DL	7.8428	2126	423.721
DL	785.279	2126	366.983
DL	7.8528	2126	422.978
DL	786.279	2126	363.024
DL	7.8628	2126	435.319
DL	787.279	2126	363.754
DL	7.8728	2126	435.962
DL	788.279	2126	363.499
DL	7.8828	2126	439.013
DL	789.279	2126	369.212
DL	7.8928	2126	44.153
DL	790.279	2126	374.774
DL	7.9028	2126	444.056
DL	791.279	2126	37.296
DL	7.9128	2126	439.524
DL	792.279	2126	367.063
DL	7.9228	2126	435.046
DL	793.279	2126	364.482
DL	7.9328	2126	432.707
DL	794.279	2126	36.029
DL	7.9428	2126	426.774
DL	795.279	2126	359.597
DL	7.9528	2126	418.471
DL	796.279	2126	363.707
DL	7.9628	2126	411.948
DL	797.279	2126	363.561
DL	7.9728	2126	416.661
DL	798.279	2126	366.281
DL	7.9828	2126	413.555
DL	799.279	2126	365.094
DL	7.9928	2126	410.303
DL	800.279	2126	364.159
DL	8.2028	2126	412.276
DL	801.279	2126	361.199
DL	8.0128	2126	410.319
DL	802.279	2126	362.649
DL	8.0228	2126	411.953
DL	803.279	2126	358.595
DL	8.0328	2126	409.974
DL	804.279	2126	352.406
DL	8.0428	2126	405.368
DL	805.279	2126	359.097
DL	8.0528	2126	40.472
DL	806.279	2126	361.158
DL	8.0628	2126	398.949
DL	807.279	2126	356.047
DL	8.0728	2126	406.262
DL	808.279	2126	351.822
DL	8.0828	2126	400.674
DL	809.279	2126	349.354
DL	8.0928	2126	405.163
DL	810.279	2126	351.532
DL	8.1028	2126	402.548
DL	811.279	2126	346.625
DL	8.1128	2126	405.399
DL	812.279	2126	347.929
DL	8.1228	2126	408.416
DL	813.279	2126	342.421
DL	8.1328	2126	408.626
DL	814.279	2126	352.625
DL	8.1428	2126	407.454
DL	815.279	2126	357.978
DL	8.1528	2126	406.116
DL	816.279	2126	353.429
DL	8.1628	2126	410.511
DL	817.279	2126	352.226
DL	8.1728	2126	41.534
DL	818.279	2126	344.653
DL	8.1828	2126	41.582
DL	819.279	2126	340.678
DL	8.1928	2126	417.095
DL	820.279	2126	341.956
DL	8.2028	2126	41.28
DL	821.279	2126	339.855
DL	8.2128	2126	412.677
DL	822.279	2126	339.235
DL	8.2228	2126	41.012
DL	823.279	2126	337.652
DL	8.2328	2126	414.154
DL	824.279	2126	335.309
DL	8.2428	2126	411.521
DL	825.279	2126	339.562
DL	8.2528	2126	407.563
DL	826.279	2126	343.824
DL	8.2628	2126	402.566
DL	827.279	2126	354.999
DL	8.2728	2126	40.246
DL	828.279	2126	356.969
DL	8.2828	2126	40.366
DL	829.279	2126	360.288
DL	8.2928	2126	405.622
DL	830.279	2126	367.047
DL	8.3028	2126	408.613
DL	831.279	2126	366.189
DL	8.3128	2126	401.408
DL	832.279	2126	373.245
DL	8.3228	2126	401.607
DL	833.279	2126	376.514
DL	8.3328	2126	399.084
DL	834.279	2126	378.807
DL	8.3428	2126	399.907
DL	835.279	2126	383.406
DL	8.3528	2126	39.854
DL	836.279	2126	383.826
DL	8.3628	2126	40.116
DL	837.279	2126	382.713
DL	8.3728	2126	408.706
DL	838.279	2126	387.004
DL	8.3828	2126	419.573
DL	839.279	2126	387.385
DL	8.3928	2126	42.315
DL	840.279	2126	38.192
DL	8.4028	2126	427.973
DL	841.279	2126	382.492
DL	8.4128	2126	428.501
DL	842.279	2126	380.632
DL	8.4228	2126	426.039
DL	843.279	2126	382.513
DL	8.4328	2126	423.321
DL	844.279	2126	378.972
DL	8.4428	2126	420.531
DL	845.279	2126	365.009
DL	8.4528	2126	422.537
DL	846.279	2126	366.762
DL	8.4628	2126	41.69
DL	847.279	2126	375.472
DL	8.4728	2126	42.124
DL	848.279	2126	383.105
DL	8.4828	2126	417.992
DL	849.279	2126	38.146
DL	8.4928	2126	41.846
DL	850.279	2126	383.909
DL	8.5028	2126	415.706
DL	851.279	2126	389.154
DL	8.5128	2126	412.083
DL	852.279	2126	385.824
DL	8.5228	2126	414.365
DL	853.279	2126	388.582
DL	8.5328	2126	417.932
DL	854.279	2126	383.919
DL	8.5428	2126	420.868
DL	855.279	2126	385.925
DL	8.5528	2126	417.896
DL	856.279	2126	385.601
DL	8.5628	2126	41.757
DL	857.279	2126	379.858
DL	8.5728	2126	417.746
DL	858.279	2126	378.878
DL	8.5828	2126	415.185
DL	859.279	2126	381.131
DL	8.5928	2126	418.714
DL	860.279	2126	379.444
DL	8.6028	2126	417.549
DL	861.279	2126	367.773
DL	8.6128	2126	424.749
DL	862.279	2126	365.684
DL	8.6228	2126	420.874
DL	863.279	2126	360.704
DL	8.6328	2126	41.967
DL	864.279	2126	359.962
DL	8.6428	2126	41.78
DL	865.279	2126	357.528
DL	8.6528	2126	423.218
DL	866.279	2126	356.677
DL	8.6628	2126	421.665
DL	867.279	2126	357.979
DL	8.6728	2126	418.473
DL	868.279	2126	354.137
DL	8.6828	2126	427.705
DL	869.279	2126	352.946
DL	8.6928	2126	421.783
DL	870.279	2126	356.334
DL	8.7028	2126	419.363
DL	871.279	2126	359.074
DL	8.7128	2126	427.072
DL	872.279	2126	360.247
DL	8.7228	2126	427.705
DL	873.279	2126	37.116
DL	8.7328	2126	430.087
DL	874.279	2126	37.413
DL	8.7428	2126	423.882
DL	875.279	2126	375.883
DL	8.7528	2126	42.667
DL	876.279	2126	376.193
DL	8.7628	2126	417.181
DL	877.279	2126	378.274
DL	8.7728	2126	413.034
DL	878.279	2126	377.793
DL	8.7828	2126	416.791
DL	879.279	2126	381.998
DL	8.7928	2126	416.775
DL	880.279	2126	385.509
DL	8.8028	2126	419.697
DL	881.279	2126	389.016
DL	8.8128	2126	413.713
DL	882.279	2126	38.995
DL	8.8228	2126	409.478
DL	883.279	2126	386.924
DL	8.8328	2126	415.078
DL	884.279	2126	384.793
DL	8.8428	2126	41.426
DL	885.279	2126	381.275
DL	8.8528	2126	415.545
DL	886.279	2126	387.431
DL	8.8628	2126	409.254
DL	887.279	2126	385.504
DL	8.8728	2126	406.216
DL	888.279	2126	384.307
DL	8.8828	2126	412.148
DL	889.279	2126	386.431
DL	8.8928	2126	409.153
DL	890.279	2126	381.853
DL	8.9028	2126	404.696
DL	891.279	2126	384.044
DL	8.9128	2126	405.759
DL	892.279	2126	385.774
DL	8.9228	2126	397.036
DL	893.279	2126	382.116
DL	8.9328	2126	400.902
DL	894.279	2126	384.908
DL	8.9428	2126	41.184
DL	895.279	2126	387.642
DL	8.9528	2126	412.976
DL	896.279	2126	387.923
DL	8.9628	2126	417.186
DL	897.279	2126	394.469
DL	8.9728	2126	42.04
DL	898.279	2126	390.717
DL	8.9828	2126	425.192
DL	899.279	2126	404.851
DL	8.9928	2126	423.233
DL	900.279	2126	40.869
DL	9.2028	2126	426.953
DL	901.279	2126	405.452
DL	9.0128	2126	430.422
DL	902.279	2126	401.272
DL	9.0228	2126	420.458
DL	903.279	2126	399.948
DL	9.0328	2126	428.547
DL	904.279	2126	403.177
DL	9.0428	2126	421.684
DL	905.279	2126	401.761
DL	9.0528	2126	427.616
DL	906.279	2126	398.676
DL	9.0628	2126	429.813
DL	907.279	2126	395.399
DL	9.0728	2126	435.969
DL	908.279	2126	381.147
DL	9.0828	2126	434.751
DL	909.279	2126	38.245
DL	9.0928	2126	437.968
DL	910.279	2126	376.143
DL	9.1028	2126	44.027
DL	911.279	2126	369.696
DL	9.1128	2126	44.967
DL	912.279	2126	371.812
DL	9.1228	2126	44.706
DL	913.279	2126	375.444
DL	9.1328	2126	44.606
DL	914.279	2126	372.834
DL	9.1428	2126	451.289
DL	915.279	2126	370.214
DL	9.1528	2126	44.232
DL	916.279	2126	379.619
DL	9.1628	2126	444.698
DL	917.279	2126	37.684
DL	9.1728	2126	446.644
DL	918.279	2126	381.803
DL	9.1828	2126	456.976
DL	919.279	2126	386.814
DL	9.1928	2126	44.936
DL	920.279	2126	382.638
DL	9.2028	2126	443.673
DL	921.279	2126	381.562
DL	9.2128	2126	441.581
DL	922.279	2126	377.345
DL	9.2228	2126	439.104
DL	923.279	2126	371.046
DL	9.2328	2126	437.646
DL	924.279	2126	372.021
DL	9.2428	2126	429.979
DL	925.279	2126	368.154
DL	9.2528	2126	42.7
DL	926.279	2126	360.564
DL	9.2628	2126	429.154
DL	927.279	2126	361.177
DL	9.2728	2126	417.938
DL	928.279	2126	360.557
DL	9.2828	2126	409.926
DL	929.279	2126	356.721
DL	9.2928	2126	413.748
DL	930.279	2126	351.807
DL	9.3028	2126	411.891
DL	931.279	2126	35.225
DL	9.3128	2126	408.749
DL	932.279	2126	357.954
DL	9.3228	2126	411.298
DL	933.279	2126	356.157
DL	9.3328	2126	411.284
DL	934.279	2126	35.57
DL	9.3428	2126	412.385
DL	935.279	2126	353.887
DL	9.3528	2126	415.066
DL	936.279	2126	356.708
DL	9.3628	2126	41.529
DL	937.279	2126	357.883
DL	9.3728	2126	410.529
DL	938.279	2126	360.163
DL	9.3828	2126	412.422
DL	939.279	2126	357.061
DL	9.3928	2126	413.599
DL	940.279	2126	359.453
DL	9.4028	2126	412.045
DL	941.279	2126	356.091
DL	9.4128	2126	403.224
DL	942.279	2126	357.147
DL	9.4228	2126	408.086
DL	943.279	2126	35.574
DL	9.4328	2126	405.004
DL	944.279	2126	360.879
DL	9.4428	2126	402.323
DL	945.279	2126	366.224
DL	9.4528	2126	400.975
DL	946.279	2126	366.406
DL	9.4628	2126	401.089
DL	947.279	2126	372.763
DL	9.4728	2126	408.363
DL	948.279	2126	367.794
DL	9.4828	2126	403.523
DL	949.279	2126	374.607
DL	9.4928	2126	400.857
DL	950.279	2126	372.904
DL	9.5028	2126	398.237
DL	951.279	2126	372.739
DL	9.5128	2126	392.627
DL	952.279	2126	36.77
DL	9.5228	2126	390.026
DL	953.279	2126	368.295
DL	9.5328	2126	394.634
DL	954.279	2126	371.565
DL	9.5428	2126	392.429
DL	955.279	2126	374.278
DL	9.5528	2126	392.852
DL	956.279	2126	37.393
DL	9.5628	2126	396.806
DL	957.279	2126	375.235
DL	9.5728	2126	387.079
DL	958.279	2126	374.282
DL	9.5828	2126	385.116
DL	959.279	2126	377.867
DL	9.5928	2126	377.869
DL	960.279	2126	373.528
DL	9.6028	2126	373.623
DL	961.279	2126	371.414
DL	9.6128	2126	368.753
DL	962.279	2126	371.319
DL	9.6228	2126	37.162
DL	963.279	2126	368.865
