DL/UL	time	tbSize	SINR(dB)
UL	3.1708	2126	426779
UL	318.079	2126	413289
UL	3.1808	2126	424332
UL	319.079	2126	410219
UL	3.1908	2126	420762
UL	320.079	2126	406372
UL	3.2008	2126	417526
UL	321.079	2126	405054
UL	3.2108	2126	41.63
UL	322.079	2126	414401
UL	3.2208	2126	417011
UL	323.079	2126	417545
UL	3.2308	2126	416213
UL	324.079	2126	419952
UL	3.2408	2126	412087
UL	325.079	2126	420352
UL	3.2508	2126	410215
UL	326.079	2126	426946
UL	3.2608	2126	413722
UL	327.079	2126	416663
UL	3.2708	2126	410174
UL	328.079	2126	417254
UL	3.2808	2126	410861
UL	329.079	2126	418294
UL	3.2908	2126	412987
UL	330.079	2126	40.84
UL	3.3008	2126	408006
UL	331.079	2126	409036
UL	3.3108	2126	407931
UL	332.079	2126	414738
UL	3.3208	2126	414739
UL	333.079	2126	416095
UL	3.3308	2126	418639
UL	334.079	2126	416487
UL	3.3408	2126	419219
UL	335.079	2126	424464
UL	3.3508	2126	415006
UL	336.079	2126	423308
UL	3.3608	2126	419394
UL	337.079	2126	424094
UL	3.3708	2126	425566
UL	338.079	2126	423129
UL	3.3808	2126	419147
UL	339.079	2126	416525
UL	3.3908	2126	422489
UL	340.079	2126	423472
UL	3.4008	2126	425441
UL	341.079	2126	424639
UL	3.4108	2126	429851
UL	342.079	2126	421105
UL	3.4208	2126	424931
UL	343.079	2126	422225
UL	3.4308	2126	421742
UL	344.079	2126	427085
UL	3.4408	2126	421158
UL	345.079	2126	421656
UL	3.4508	2126	422913
UL	346.079	2126	426021
UL	3.4608	2126	412524
UL	347.079	2126	41974
UL	3.4708	2126	41117
UL	348.079	2126	418231
UL	3.4808	2126	414886
UL	349.079	2126	426849
UL	3.4908	2126	413903
UL	350.079	2126	429981
UL	3.5008	2126	419189
UL	351.079	2126	438395
UL	3.5108	2126	412247
UL	352.079	2126	437142
UL	3.5208	2126	41132
UL	353.079	2126	43965
UL	3.5308	2126	419141
UL	354.079	2126	44757
UL	3.5408	2126	42729
UL	355.079	2126	457113
UL	3.5508	2126	422348
UL	356.079	2126	458529
UL	3.5608	2126	423417
UL	357.079	2126	459392
UL	3.5708	2126	424894
UL	358.079	2126	462743
UL	3.5808	2126	428587
UL	359.079	2126	462021
UL	3.5908	2126	432641
UL	360.079	2126	460291
UL	3.6008	2126	429651
UL	361.079	2126	465353
UL	3.6108	2126	428605
UL	362.079	2126	470269
UL	3.6208	2126	428372
UL	363.079	2126	469395
UL	3.6308	2126	435441
UL	364.079	2126	468332
UL	3.6408	2126	426896
UL	365.079	2126	475798
UL	3.6508	2126	417915
UL	366.079	2126	469771
UL	3.6608	2126	413763
UL	367.079	2126	469347
UL	3.6708	2126	415217
UL	368.079	2126	472744
UL	3.6808	2126	410136
UL	369.079	2126	469363
UL	3.6908	2126	416159
UL	370.079	2126	467761
UL	3.7008	2126	408244
UL	371.079	2126	472293
UL	3.7108	2126	407394
UL	372.079	2126	470731
UL	3.7208	2126	409563
UL	373.079	2126	46583
UL	3.7308	2126	408085
UL	374.079	2126	470189
UL	3.7408	2126	403293
UL	375.079	2126	476377
UL	3.7508	2126	40493
UL	376.079	2126	481571
UL	3.7608	2126	403112
UL	377.079	2126	481147
UL	3.7708	2126	405052
UL	378.079	2126	481639
UL	3.7808	2126	40373
UL	379.079	2126	481941
UL	3.7908	2126	395654
UL	380.079	2126	484098
UL	3.8008	2126	396281
UL	381.079	2126	483448
UL	3.8108	2126	390541
UL	382.079	2126	481557
UL	3.8208	2126	38819
UL	383.079	2126	486483
UL	3.8308	2126	383945
UL	384.079	2126	488623
UL	3.8408	2126	381938
UL	385.079	2126	484465
UL	3.8508	2126	378069
UL	386.079	2126	48291
UL	3.8608	2126	376963
UL	387.079	2126	477948
UL	3.8708	2126	373948
UL	388.079	2126	48354
UL	3.8808	2126	378364
UL	389.079	2126	483408
UL	3.8908	2126	384238
UL	390.079	2126	484402
UL	3.9008	2126	376584
UL	391.079	2126	472278
UL	3.9108	2126	380678
UL	392.079	2126	470009
UL	3.9208	2126	381305
UL	393.079	2126	47199
UL	3.9308	2126	380691
UL	394.079	2126	468674
UL	3.9408	2126	383848
UL	395.079	2126	467456
UL	3.9508	2126	392041
UL	396.079	2126	463068
UL	3.9608	2126	39263
UL	397.079	2126	467829
UL	3.9708	2126	394682
UL	398.079	2126	459966
UL	3.9808	2126	396146
UL	399.079	2126	460672
UL	3.9908	2126	405206
UL	400.079	2126	464228
UL	4.2008	2126	410927
UL	401.079	2126	469516
UL	4.0108	2126	411397
UL	402.079	2126	475171
UL	4.0208	2126	413518
UL	403.079	2126	468992
UL	4.0308	2126	413951
UL	404.079	2126	47762
UL	4.0408	2126	416036
UL	405.079	2126	476083
UL	4.0508	2126	41505
UL	406.079	2126	475537
UL	4.0608	2126	413962
UL	407.079	2126	480976
UL	4.0708	2126	407568
UL	408.079	2126	481566
UL	4.0808	2126	40536
UL	409.079	2126	476239
UL	4.0908	2126	416146
UL	410.079	2126	472637
UL	4.1008	2126	415222
UL	411.079	2126	469027
UL	4.1108	2126	421424
UL	412.079	2126	476152
UL	4.1208	2126	415198
UL	413.079	2126	47921
UL	4.1308	2126	417651
UL	414.079	2126	485594
UL	4.1408	2126	412184
UL	415.079	2126	481546
UL	4.1508	2126	408799
UL	416.079	2126	485892
UL	4.1608	2126	405039
UL	417.079	2126	484215
UL	4.1708	2126	405267
UL	418.079	2126	486791
UL	4.1808	2126	411841
UL	419.079	2126	486185
UL	4.1908	2126	402535
UL	420.079	2126	485869
UL	4.2008	2126	401028
UL	421.079	2126	480622
UL	4.2108	2126	406219
UL	422.079	2126	476256
UL	4.2208	2126	399893
UL	423.079	2126	485354
UL	4.2308	2126	406478
UL	424.079	2126	488885
UL	4.2408	2126	400784
UL	425.079	2126	481372
UL	4.2508	2126	40267
UL	426.079	2126	476078
UL	4.2608	2126	409744
UL	427.079	2126	478817
UL	4.2708	2126	40906
UL	428.079	2126	473022
UL	4.2808	2126	412688
UL	429.079	2126	474955
UL	4.2908	2126	407782
UL	430.079	2126	472703
UL	4.3008	2126	415327
UL	431.079	2126	465641
UL	4.3108	2126	416162
UL	432.079	2126	465361
UL	4.3208	2126	416124
UL	433.079	2126	468037
UL	4.3308	2126	407105
UL	434.079	2126	467839
UL	4.3408	2126	419698
UL	435.079	2126	469548
UL	4.3508	2126	429086
UL	436.079	2126	467257
UL	4.3608	2126	429739
UL	437.079	2126	466111
UL	4.3708	2126	429806
UL	438.079	2126	468525
UL	4.3808	2126	41744
UL	439.079	2126	469803
UL	4.3908	2126	420032
UL	440.079	2126	464881
UL	4.4008	2126	426077
UL	441.079	2126	465069
UL	4.4108	2126	432809
UL	442.079	2126	463735
UL	4.4208	2126	431858
UL	443.079	2126	466951
UL	4.4308	2126	433508
UL	444.079	2126	461953
UL	4.4408	2126	437186
UL	445.079	2126	45084
UL	4.4508	2126	435093
UL	446.079	2126	45.55
UL	4.4608	2126	439708
UL	447.079	2126	454804
UL	4.4708	2126	436574
UL	448.079	2126	451637
UL	4.4808	2126	43726
UL	449.079	2126	446167
UL	4.4908	2126	435446
UL	450.079	2126	44919
UL	4.5008	2126	441648
UL	451.079	2126	446901
UL	4.5108	2126	433513
UL	452.079	2126	459225
UL	4.5208	2126	436221
UL	453.079	2126	459502
UL	4.5308	2126	437016
UL	454.079	2126	455041
UL	4.5408	2126	44.57
UL	455.079	2126	459993
UL	4.5508	2126	446071
UL	456.079	2126	465839
UL	4.5608	2126	443266
UL	457.079	2126	466406
UL	4.5708	2126	444021
UL	458.079	2126	461863
UL	4.5808	2126	438407
UL	459.079	2126	466397
UL	4.5908	2126	440539
UL	460.079	2126	470593
UL	4.6008	2126	44003
UL	461.079	2126	469982
UL	4.6108	2126	439249
UL	462.079	2126	46.49
UL	4.6208	2126	439468
UL	463.079	2126	464624
UL	4.6308	2126	436024
UL	464.079	2126	469975
UL	4.6408	2126	43604
UL	465.079	2126	462899
UL	4.6508	2126	430019
UL	466.079	2126	461604
UL	4.6608	2126	432436
UL	467.079	2126	460969
UL	4.6708	2126	439511
UL	468.079	2126	458129
UL	4.6808	2126	445147
UL	469.079	2126	460884
UL	4.6908	2126	449326
UL	470.079	2126	46531
UL	4.7008	2126	450185
UL	471.079	2126	46293
UL	4.7108	2126	456221
UL	472.079	2126	461458
UL	4.7208	2126	453746
UL	473.079	2126	471502
UL	4.7308	2126	449927
UL	474.079	2126	47747
UL	4.7408	2126	444726
UL	475.079	2126	478249
UL	4.7508	2126	449088
UL	476.079	2126	483428
UL	4.7608	2126	449674
UL	477.079	2126	482875
UL	4.7708	2126	449719
UL	478.079	2126	479956
UL	4.7808	2126	458206
UL	479.079	2126	476594
UL	4.7908	2126	462612
UL	480.079	2126	476047
UL	4.8008	2126	466968
UL	481.079	2126	482752
UL	4.8108	2126	474653
UL	482.079	2126	483927
UL	4.8208	2126	476252
UL	483.079	2126	483497
UL	4.8308	2126	469295
UL	484.079	2126	482578
UL	4.8408	2126	462153
UL	485.079	2126	468915
UL	4.8508	2126	46235
UL	486.079	2126	47306
UL	4.8608	2126	463086
UL	487.079	2126	468076
UL	4.8708	2126	461027
UL	488.079	2126	472545
UL	4.8808	2126	456992
UL	489.079	2126	470173
UL	4.8908	2126	46245
UL	490.079	2126	481322
UL	4.9008	2126	462434
UL	491.079	2126	47214
UL	4.9108	2126	462054
UL	492.079	2126	466613
UL	4.9208	2126	460932
UL	493.079	2126	467659
UL	4.9308	2126	465362
UL	494.079	2126	474147
UL	4.9408	2126	464755
UL	495.079	2126	469328
UL	4.9508	2126	462064
UL	496.079	2126	472781
UL	4.9608	2126	463086
UL	497.079	2126	47196
UL	4.9708	2126	456421
UL	498.079	2126	464581
UL	4.9808	2126	458421
UL	499.079	2126	46898
UL	4.9908	2126	462194
UL	500.079	2126	469927
UL	5.2008	2126	457063
UL	501.079	2126	46739
UL	5.0108	2126	45217
UL	502.079	2126	469531
UL	5.0208	2126	453565
UL	503.079	2126	471966
UL	5.0308	2126	455333
UL	504.079	2126	464953
UL	5.0408	2126	456317
UL	505.079	2126	464904
UL	5.0508	2126	453052
UL	506.079	2126	471282
UL	5.0608	2126	451992
UL	507.079	2126	47.43
UL	5.0708	2126	452945
UL	508.079	2126	469831
UL	5.0808	2126	451521
UL	509.079	2126	465332
UL	5.0908	2126	444144
UL	510.079	2126	467007
UL	5.1008	2126	440126
UL	511.079	2126	465072
UL	5.1108	2126	430971
UL	512.079	2126	458826
UL	5.1208	2126	438193
UL	513.079	2126	457778
UL	5.1308	2126	438855
UL	514.079	2126	461575
UL	5.1408	2126	436205
UL	515.079	2126	461618
